category,label,agent,text,text_coref,segmentation,episode,podcast,pod_cat,language,ClaimBuster,ClaimBuster COREF,Motivation,ClaimSpan
Not Checkworthy,Emotions and Opinions,Ma,"New York won't police crime, but they will ban your gas stove.","New York won't police crime, but New York will ban your gas stove.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.823004269,0.861838971,,
Not Checkworthy,Not a Claim,audun_annotator,"Ah, dette er helt vilt.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,audun_annotator,Hvor er vi om 20 år liksom?,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Emotions and Opinions,Ma,And Joe Biden's banking crisis isn't quite over yet.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.629754808,,,
Checkworthy,Factual Descriptions,Ma,I'm Ben Shapiro.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.124668235,,Learn More,
Not Checkworthy,Not a Claim,Ma,I talk about them every single show.,I talk about ExpressVPN every single show.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.254043961,0.264125607,,
Not Checkworthy,Not a Claim,Ma,Why haven't you gotten a VPN yet?,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.139560405,,,
Not Checkworthy,Not a Claim,Ma,"Well, we're nearing the summer and that means it's time for some riots.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.342066096,,,
Not Checkworthy,Not a Claim,Ma,"I mean, this is what we do.","I mean, some riots is what we do.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.161180421,0.237993413,,
Not Checkworthy,Not a Claim,Ma,It's sort of the annual tradition here in the United States.,some riots's sort of the annual tradition here in the United States.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.12321935,0.12929125,,
Not Checkworthy,Not a Claim,Ma,"Every summer, we have a bunch of race riots now.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.290137994,,,
Not Checkworthy,Not a Claim,Ma,And we need some sort of hook to hang those riots on.,And we need some sort of hook to hang some riots on.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.078612881,0.068490216,,
Not Checkworthy,Not a Claim,Ma,"Well, the media have found their newest hook.","Well, the media have found the media's newest hook.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.401410525,0.31519464,,
Checkworthy,Factual Descriptions,Ma,So who exactly is Jordan Neely?,So who exactly is a person named Jordan Neely?,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.033262476,0.032724702,Learn More,
Checkworthy,Factual Descriptions,Ma,"Who is a 30-year-old psychotic black homeless man living in New York with an arrest record as long as your arm, 44 prior arrests.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.935239731,,Confirm True,
Not Checkworthy,Not a Claim,Ma,Why is Jordan Neely at the center of the news?,Why is a person named Jordan Neely at the center of the news?,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.027449868,0.026983516,,
Not Checkworthy,Not a Claim,Ma,"Well, the reason is because he is dead.","Well, the reason is because a person named Jordan Neely is dead.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.197974482,0.236674383,,
Checkworthy,Factual Descriptions,Ma,The reason that he is dead is because he was apparently on a subway car and he started screaming at and harassing the various passengers on the subway car.,The reason that a person named Jordan Neely is dead is because a person named Jordan Neely was apparently on a subway car and a person named Jordan Neely started screaming at and harassing the various passengers on a subway car.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.591200758,0.57226756,Confirm True,
Checkworthy,Factual Descriptions,audun_annotator,"Ja, det er jo litt sånn, jeg håper det ikke er farlig å snakke om, å si at nå kan vi kanskje snart leve evig, når vi ikke har noen konkrete data på det i mennesker.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Confirm True,
Not Checkworthy,Broadcast Details,Ma,"According to Alberto Vasquez, Juan Alberto Vasquez, who's a freelance journalist, he said he started screaming in an aggressive manner.","According to Alberto Vasquez, Juan Alberto Vasquez, who's a freelance journalist, Alberto Vasquez, Juan Alberto Vasquez, who's a freelance journalist said a person named Jordan Neely started screaming in an aggressive manner.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.685015722,0.711616868,,
Checkworthy,Cause and Effect,audun_annotator,"Men det er jo en veldig filosofisk stor greie, hvis det faktisk er sånn at man kan ta en behandling og velge, om man har lyst til å leve mye, mye lenger.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Precision,
Not Checkworthy,Broadcast Details,Ma,He said he had no food.,"Alberto Vasquez, Juan Alberto Vasquez, who's a freelance journalist said A crazed black homeless man had no food.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.403340281,0.834562294,,
Not Checkworthy,Broadcast Details,Ma,He had no drink.,A crazed black homeless man had no drink.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.284861787,0.63718048,,
Not Checkworthy,Broadcast Details,Ma,He was tired and doesn't care if he goes to jail.,a person named Jordan Neely was tired and doesn't care if a person named Jordan Neely goes to jail.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.384255479,0.375708035,,
Not Checkworthy,Emotions and Opinions,Ma,"He started screaming all these things, took off his jacket, a black jacket that he had and threw it on the ground.","a person named Jordan Neely started screaming all these things, took off a person named Jordan Neely's jacket, a black jacket that a person named Jordan Neely had and threw his jacket, a black jacket that he had on the ground.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.432002708,0.44954677,,
Not Checkworthy,Not a Claim,audun_annotator,"Og når skal man skru av knappen da på en måte, og ikke gjøre det lenger?",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Emotions and Opinions,Ma,Started to get more and more agitated in front of the people on the subway car.,Started to get more and more agitated in front of the people on a subway car.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.196455396,0.250857718,,
Checkworthy,Factual Descriptions,Ma,"At this point, a 24-year-old passenger stepped in, a white passenger who is apparently a Marine, and he put Jordan Neely in a submission hold.","At this point, a 24-year-old passenger stepped in, a 24-year-old passenger, and a 24-year-old passenger put a person named Jordan Neely in a submission hold.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.954403667,0.72388335,Controversial,
Not Checkworthy,Broadcast Details,Ma,"Now, they don't see a choke hold and a submission hold.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.378330927,,,
Checkworthy,Factual Descriptions,Ma,"This guy's a Marine, not a policeman.","a 24-year-old passenger's a Marine, not a policeman.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.199016513,0.339284464,Learn More,
Not Checkworthy,Not a Claim,Ma,"But the idea in a submission hold is that, essentially, you're putting pressure on the arteries.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.211023708,,,
Not Checkworthy,Not a Claim,Ma,"And what that does, it cuts off blood flow to the brain.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.493080717,,,
Not Checkworthy,Not a Claim,Ma,It's supposed to knock you out.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.120181913,,,
Not Checkworthy,Not a Claim,Ma,It's not supposed to kill you.,a submission hold's not supposed to kill you.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.175775438,0.187757013,,
Checkworthy,Factual Descriptions,Ma,"A choke hold is directed at the trachea, which is why it's been essentially barred by every police department, because if you damage the trachea, very often the person dies.","A choke hold is directed at the trachea, which is why A choke hold's been essentially barred by every police department, because if you damage the trachea, very often the person dies.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.958655167,0.929349784,Confirm True,
Not Checkworthy,Not a Claim,audun_annotator,"Så det er jo litt sånn, da skaper du en kompleksitet der da, som man kanskje på en måte ikke vil ha, men dette her vil tvinge seg frem uansett, og så mer og mer forskning på det.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,audun_annotator,Så da må vi forholde oss til det.,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,audun_annotator,"Jeg tenker at i hvert fall behandling, som gjør at vi lever friske liv de siste 40 årene.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,Ma,So this guy is using what looks like a triangle hold.,So A crazed black homeless man is using what looks like a triangle hold.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.184844015,0.686038049,,
Not Checkworthy,Not a Claim,audun_annotator,"Vi lever jo lenge nå, men veldig mange av oss lever syke liv de siste årene, 10, 20, 30, 40 årene av sitt liv.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,Ma,It's a form of submission hold.,a triangle hold's a form of submission hold.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.173879075,0.121627265,,
Checkworthy,Factual Descriptions,Ma,"Well, Jordan Neely ended up dying.","Well, A crazed black homeless man ended up dying.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.482974819,0.7438116,Confirm True,
Not Checkworthy,Not a Claim,audun_annotator,"Og hvis man kan finne behandlinger, eller indre behandlinger, kan man kanskje si det, at man finner måter der kroppen kan fungere på bedre, ved hjelp av måter som isbading eller fasting, og at det kan reparere oss innenfra, så er jo det bare helt utrolig, egentlig.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Checkworthy,Factual Descriptions,audun_annotator,"For der var vi ikke bare for 10 år siden, det var ikke snakk om det.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Confirm True,
Not Checkworthy,Broadcast Details,Ma,"So this video, which you're about to see, it's hard to watch because it's a person who's being subdued.","So this video, which you're about to see, this video, which you're about to see's hard to watch because this video, which you're about to see's a person who's being subdued.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.049785422,0.054477551,,
Not Checkworthy,Broadcast Details,Ma,"What you will notice in this video, however, is a couple of things.","What you will notice in this video, which you're about to see, however, is a couple of things.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.081270787,0.071045615,,
Not Checkworthy,Broadcast Details,Ma,"One, you will see that throughout the video, Jordan Neely continues to be incredibly agitated.","One, you will see that throughout this video, which you're about to see, A crazed black homeless man continues to be incredibly agitated.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.176047469,0.551205985,,
Not Checkworthy,Broadcast Details,Ma,"Again, this is a person who was arrested multiple times for drug problems.","Again, A crazed black homeless man is a person who was arrested multiple times for drug problems.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.847100252,0.890723891,,
Checkworthy,Factual Descriptions,Ma,"He's apparently schizophrenic, psychotic, et cetera.","A crazed black homeless man's apparently schizophrenic, psychotic, et cetera.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.356376335,0.549287259,Confirm False,
Checkworthy,Factual Descriptions,Ma,He's being subdued by this 24-year-old white Marine.,A crazed black homeless man's being subdued by a 24-year-old passenger.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.689460294,0.746336159,Confirm True,
Not Checkworthy,Broadcast Details,Ma,And there's another person who's attempting to subdue him.,And there's another person who's attempting to subdue A crazed black homeless man.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.227061779,0.730324018,,
Checkworthy,Factual Descriptions,Ma,"The other person, who's not been mentioned in virtually any of the media reports, is a black man who's attempting to subdue Jordan Neely.","another person who's attempting to subdue him, is a black man who's attempting to subdue A crazed black homeless man.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.92021862,0.882516534,Surprising,
Checkworthy,Cause and Effect,audun_annotator,"Nei, jeg synes det er veldig spennende, og det er nettopp det som er med fasting, og disse andre tingene vi snakker om, at det er vel ikke så sannsynlig at man får så mye høyere maksimal levealder hos et menneske da, at man da kan leve til blant 140, men det er nettopp disse friske leveårene, som mye handler om da, at du er friskere, fra at du er 60 til 90 for eksempel, nettopp fordi at du trykker på aldringsmekanismer da, eller aldringsknapper.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Precision,
Not Checkworthy,Not a Claim,audun_annotator,Faster du?,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,audun_annotator,"Ja, jeg gjør det, men jeg begynner å le nesten litt nå, fordi jeg er ikke den som er best til å faste på en måte.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Broadcast Details,Ma,"And the minute that Jordan Neely becomes unresponsive, the minute that he stops struggling, somebody says he's not struggling anymore, and the Marine lets him go.","And the minute that A crazed black homeless man becomes unresponsive, the minute that A crazed black homeless man stops struggling, somebody says A crazed black homeless man's not struggling anymore, and a 24-year-old passenger lets A crazed black homeless man go.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.393882763,0.823621415,,
Not Checkworthy,Not a Claim,audun_annotator,"Jeg synes det kan være litt tøft, men det går bedre og bedre.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,Ma,"It doesn't matter because the media treat this as though this is a case of murder, as we'll get to in just one second.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.320593177,,,
Not Checkworthy,Not a Claim,Ma,"Again, that is largely based on the race of the people involved.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.141208485,,,
Not Checkworthy,Not a Claim,audun_annotator,Så på løpet av fire år har jeg bare fastet fulle fem dager på fastementerditet tre ganger.,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,audun_annotator,"Ja, men det er jo bra.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Checkworthy,Cause and Effect,Ma,"If this were a black Marine who had subdued a black man, or if this were a black Marine who had subdued a psychotic white man screaming at people with an arrest record as long as you're on a subway, then presumably we'd have stories about the heroism of protecting the surrounding population from people who have a history of violence.","If a 24-year-old passenger were a black Marine who had subdued a black man, or if a 24-year-old passenger were a black Marine who had subdued a psychotic white man screaming at people with an arrest record as long as you're on a subway, then presumably we'd have stories about the heroism of protecting the surrounding population from people who have a history of violence.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.636718035,0.515953877,Controversial,
Checkworthy,Factual Descriptions,Ma,"I mean, Jordan Neely does have a history of violence.","I mean, a person named Jordan Neely does have a history of violence.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.403645315,0.361936869,Confirm True,
Not Checkworthy,Broadcast Details,Ma,So here's what the video looked like.,"So here's what this video, which you're about to see looked like.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.116803878,0.073187747,,
Not Checkworthy,Broadcast Details,Ma,"So you can see, this is caught on film by that one, Alberto Vasquez, that Jordan Neely continues to struggle.","So you can see, this is caught on film by a 24-year-old passenger, that a person named Jordan Neely continues to struggle.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.563694871,0.743786322,,
Not Checkworthy,Broadcast Details,Ma,The Marine is obviously not doing this maliciously.,a 24-year-old passenger is obviously not doing this maliciously.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.295318872,0.388048687,,
Not Checkworthy,Broadcast Details,Ma,"I mean, he's kind of casually holding him there in an attempt to subdue him.","I mean, a 24-year-old passenger's kind of casually holding a person named Jordan Neely there in an attempt to subdue a person named Jordan Neely.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.165537908,0.308080916,,
Not Checkworthy,Broadcast Details,Ma,And there are two other men who are attempting to also subdue this guy.,And there are two other men who are attempting to also subdue a person named Jordan Neely.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.581280165,0.751769306,,
Not Checkworthy,Broadcast Details,Ma,"One is white, one is black.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.344704918,,,
Not Checkworthy,Broadcast Details,Ma,They're trying to subdue him because apparently he's threatening.,They're trying to subdue a person named Jordan Neely because apparently a person named Jordan Neely's threatening.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.519316207,0.628741467,,
Not Checkworthy,Broadcast Details,Ma,And then he's on the floor,And then a person named Jordan Neely's on the floor,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.079501954,0.162250655,,
Checkworthy,Factual Descriptions,Ma,"The doors opened at the Broadway-Lafayette-Street-Bleecker-Street station, where Vasquez said the conductor had called 911.","The doors opened at the Broadway-Lafayette-Street-Bleecker-Street station, where Alberto Vasquez, Juan Alberto Vasquez, who's a freelance journalist said the conductor had called 911.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.457971874,0.711525815,Confirm True,
Not Checkworthy,Not a Claim,audun_annotator,"Det er jo litt det, og det er ikke sånn at man må faste veldig hyppig heller, og så er det jo hva man gjør i hverdagen, og om det har noen kortere faster enn fem dager også, så kan det kanskje være bra nok hvis du gjør det i tillegg til disse fem dagers fastene.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Checkworthy,Factual Descriptions,Ma,EMS workers at the station were unable to revive him.,"EMS workers at the Broadway-Lafayette-Street-Bleecker-Street station, where Vasquez said the conductor had called 911 were unable to revive Jordan Neely.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.934978596,0.910560278,Confirm True,
Checkworthy,Factual Descriptions,audun_annotator,"Ja, for at autofogen går jo i gang, har jeg lest det, rundt 16 timer.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Precision,
Checkworthy,Factual Descriptions,Ma,"The person who was subduing him, again, a Marine veteran, was taken into custody, later released without charges.","The person who was subduing Jordan Neely, again, a Marine veteran, was taken into custody, later released without charges.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.967087618,0.970548484,Confirm True,
Not Checkworthy,Not a Claim,audun_annotator,"Så hvis man har tidsbegrenset spisevindu på 6-8 timer, så har man jo kanskje gjort nok i hverdagen også.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Checkworthy,Factual Descriptions,Ma,"Now, the investigation is ongoing, so they may try to bring charges against him.","Now, the investigation is ongoing, so they may try to bring charges against a 24-year-old passenger.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.748203108,0.858322543,Confirm True,
Not Checkworthy,Not a Claim,audun_annotator,"Ja, så det er jo det som er noen av de store spørsmålene.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,Ma,It's New York City.,,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.306396624,,,
Checkworthy,Factual Descriptions,audun_annotator,"Det er veldig få sammenlignende studier på hva hvis du har tidsbegrenset spising hver dag, og kanskje lever sunt på andre måter, sammenlignet med at du kanskje lever litt mindre sunt, og så har du fem dagers faster fire-fem ganger i året.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Precision,
Checkworthy,Cause and Effect,Ma,"So again, attempting to subdue somebody who is getting violent with the passengers may be a chargeable offense in New York City.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.475960907,,Controversial,
Not Checkworthy,Not a Claim,audun_annotator,Hvilke effekter da?,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Not a Claim,audun_annotator,"Er det sånn at du får totalt sett en bedre effekt av det ene eller det andre, eller er det sånn at du får en annen type effekter med det ene eller det andre?",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Checkworthy,Factual Descriptions,audun_annotator,Så det vet man veldig lite om.,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Precision,
Checkworthy,Factual Descriptions,audun_annotator,"Det eneste som er, eller noe av det eneste som er gjort, det er, og forsøksstyret man har sett da, som jeg nevnte i sted, det med vannfaste, versus det å spise mens du faster, at det til og med kan være bedre effekter av å spise mens du faster.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,Precision,
Not Checkworthy,Emotions and Opinions,Ma,"In New York City, if you violate the law dozens and dozens of times, you'll just be out on the street, released in the general public.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.914452812,,,
Not Checkworthy,Not a Claim,audun_annotator,"Ok, vi må gå inn på dette.",,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Emotions and Opinions,Ma,"The general rule is, if you, as a society, decide that you're not going to police crime, you know who could have done something about this?",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.186291872,,,
Not Checkworthy,Not a Claim,audun_annotator,Hva er fasteimmuterendes diet?,,Factiverse CW/MO/CS,"#92. Fasting, fasteimiterende diett, autofagi og biologisk aldring. Med ernæringsfysiolog Inge Lindseth.",Leger om livet,health,nb,,,,
Not Checkworthy,Emotions and Opinions,Ma,The person is dead because the system decided that it was not worthwhile protecting either the public from Jordan Neely or protecting Jordan Neely from himself.,Jordan Neely is dead because the system decided that it was not worthwhile protecting either the public from Jordan Neely or protecting Jordan Neely from Jordan Neely.,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.911466981,0.596320385,,
Not Checkworthy,Emotions and Opinions,Ma,"Or protecting Jordan Neely from the public, because it turns out that leaving people who are psychotic on the streets to threaten others generally ends with somebody else, who is not a cop, stepping in to do something about it.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.477355938,,,
Not Checkworthy,Emotions and Opinions,Ma,"Your choices in a society are to either outsource the legitimate use of force to the cops and then allow the cops to actually use force in order to subdue people who are violently threatening others, or you're going to get the predictable ramifications of not doing that, which is others will step in to defend themselves and others.","Your choices in a society are to either outsource the legitimate use of force to the cops and then allow the cops to actually use force in order to subdue people who are violently threatening others, or you're going to get the predictable ramifications of not doing that, which is others will step in to defend others and others.",Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.478828104,0.464986449,,
Not Checkworthy,Emotions and Opinions,Ma,"There is no third choice, where psychotically violent people just run around being psychotically violent with no repercussions whatsoever.",,Factiverse CW/MO/CS,Ep. 1720 - Is This The New George Floyd?,The Ben Shapiro Show,politics,en,0.205313316,,,
