text,utt_id,seg_name,ep_name,pod_name,lang,cat,judgement,edit,agent
"Parker got the highest share of her vote from people making under $50,000.",2224808,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"The difference with Brandon Johnson is Brandon Johnson built a coalition that included college-educated whites, wealthier liberals, but also Black voters.",2224810,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And in Philadelphia, Helen Gimm just had the highly educated, wealthier, white liberals and didn't combine it with the Black vote.",2224811,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And that's the difference right there.,2224812,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I mean, it's also there is one other fundamental difference that I think is just because it's always too easy to like draw a big conclusion.",2224813,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
These things is that in the Chicago race had a one-on-one runoff between Vallis and Johnson.,2224814,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And here, this is a multi-candidate race with no runoff.",2224815,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So it put particular value in a consolidation of the Black vote in a city with a large working-class Black population.,2224816,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Yes, that is very true.",2224817,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Any other takeaways from Election Day this week?,2224818,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Just Democrats have transitioned into a party that has a very high rate of turnout in off-year elections.,2224819,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We have become a high turnout party.,2224820,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And you see this in special elections.,2224821,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
You saw it in the midterms.,2224822,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
You see it here.,2224823,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Ten years ago, we were a presidential election year party.",2224824,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And we now have a larger percentage of our base that is turning out in non-presidential election years.,2224825,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And it's giving us real strength down-ballot in some of these elections like the Pennsylvania special election, the Jacksonville mayor's race.",2224826,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And ultimately, there's a lot of work to do to expand our coalition, to have a true governing coalition geographically across the country.",2224827,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But sustainable, progressive political power is built at the state level.",2224828,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And if you want to do that, you have to turn out in these non-presidential years.",2224829,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And that is happening.,2224830,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And I think that's a real positive sign.,2224831,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I will say in Jacksonville, the electorate in this race that Donna Deegan won was more Republican than last time a Republican won the mayor's race.",2224832,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So how did she win then?,2224833,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
She won because she got enough Republicans to vote for her.,2224834,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
There was enough crossover support.,2224835,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
She was able to persuade Republicans to vote for her because she's a more moderate candidate.,2224836,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And the Republican she framed as an extreme right-wing candidate.,2224837,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And so, again, we've said it a million times, like turnout incredibly important.",2224838,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And also persuasion is incredibly important.,2224839,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And you can't be given up on convincing Republican or lean Republican or independent voters to vote for you because both things are key to win a race.,2224840,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Speaking of elections, the most definitive account of what happened in the 2022 midterms is finally out.",2224841,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"The data firm Catalyst maintains the longest running voter file outside the two political parties, which makes their insights much more accurate than exit polls.",2224842,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Few of the major findings about 2022 are, one, you just mentioned this, turnout was higher than any midterm election other than 2018.",2224843,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And Democrats won the majority of heavily contested races.,2224844,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Two, Gen Z and millennial voters combined actually exceeded their 2018 record-breaking turnout by 6%.",2224845,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And 65% of them supported Democratic candidates.,2224846,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Three, election-denying MAGA candidates did one to four points worse than other Republicans.",2224847,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And four, the 2020 Biden coalition basically stayed the same with two notable exceptions.",2224848,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Democratic support among white, non-college-educated women rose 4% and turnout among Black voters fell in contested races.",2224849,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
What's your take on the data and did anything else stand out to you?,2224850,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"The data paints a very, I think, positive and encouraging picture for 2024.",2224851,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
There's obviously a lot of work to do there.,2224852,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"When, you know, even midterms, as high as the turnout was in this midterm, it's still, there's still a whole ton of people who are going to side the presidential election who were not in this election, but the strength of the Democratic coalition stays strong.",2224853,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
The second piece that I think is really notable and important is the centrality of continuing to brand correctly.,2224854,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
The Republicans as extremists and particularly extremists on issues like abortion.,2224855,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Because if you can take those gains you have made with white women who didn't go to college, with the surge in voter registration among women that they found in this study after the Roe v. Wade decision and keep pushing it forward as around the country, whether it's in Florida or North Carolina or elsewhere, that Republicans are continuing to push incredibly extreme, cruel and dangerous decisions on abortion.",2224856,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"It creates a, it is a boost to what we are seeing, which is a anti-MAGA majority in the country, but particularly in the battleground states that will decide the presidential election and decide to the Senate in 2022.",2224857,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And what is, I think, most useful about this study is that in the 2022 election, there was almost one for one overlap between where the races were for governor and Senate and the ones that will decide the presidency.",2224858,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Oftentimes they're not, you know, it's about Maine or these other states that are not in play in the presidential, but here it is.",2224859,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"We're talking about Pennsylvania, Wisconsin, Georgia, Arizona, Nevada, Michigan, right?",2224860,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"That is the, that's it.",2224861,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
That's the battleground right there.,2224862,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"For me, it's just, it was a reminder that campaigning and it really works.",2224863,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"It sounds sort of obvious, but the difference between contested areas and uncontested areas, whether those uncontested areas were blue or red, Democrats performed as you would imagine they'd perform in a midterm election where they're the party in power, meaning there was basically a red wave in those areas where there were not seriously contested races.",2224864,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"In contested races where we had candidates and campaigns and we're on TV and we're knocking on doors, it really worked even in the toughest contested area.",2224865,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So I think that was important.,2224866,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I do think that, you know, Black turnout and Black support are issues, especially among younger Black voters.",2224867,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
That's where we saw the biggest drop off.,2224868,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Though, notably, it was less of an issue in the two races in Georgia, both the governor's race and the Senate race, and North Carolina, the Senate race, where we lost when Black candidates were running at the top of the ticket.",2224869,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We didn't see as much drop off or in both turnout and support in those races.,2224870,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So that's something for Democrats to certainly think about.,2224871,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And also, cannot give up on white non-college educated voters.",2224872,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
They made up a third of the Democrats winning coalition in 2022.,2224873,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"That's more than it was in 2020 when Biden won some voters back, white working class voters back from when Hillary ran in 2016.",2224874,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And we saw in 2020, 2022, support for Democrats rose among non-college educated white women, which, you know, Selinda Lake always tells us is like a key swing group.",2224875,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And there's plenty of reasons for that.,2224876,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
I think abortion is a huge one.,2224877,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
I also think sort of like economic reasons as well.,2224878,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But, you know, this idea that we should, that these are all Trump voters and we should give up on them and stuff like that, it's just not, it hasn't borne out in all of the data we've seen in every election since 2016.",2224879,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It just hasn't borne out.,2224880,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So, yeah, those were all my takes on this.",2224881,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Do you think that the 2022 results and the data from Catalyst can tell us anything about where the electorate is going to be heading into 2024?,2224882,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
I would think of it less as telling us where the electorate is going to be than giving us a list of things we should work on in preparation for 2024.,2224883,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"One you mentioned, which was some concerning numbers with black voters in places other than Georgia and North Carolina.",2224884,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Two, the Latino vote stayed basically equivalent to where it was in 2020.",2224885,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
But that is still a nine point drop in support levels for Democrats from where it was in 2016.,2224886,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"If we want to have any margin for error and put some other states like Texas in play, we have to start getting that number.",2224887,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Stopping it from falling is step one.,2224888,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Getting it back up to where it was is step two.,2224889,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And so that point two.,2224890,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Point three is we won this election because of large turnout from Gen Z and Millennials.,2224891,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And as you would point out, Millennials are not that young anymore.",2224892,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
But this is the core of the Democratic Party.,2224893,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"We have to make sure we have that turnout going forward and thinking about how we're communicating with those people in a media environment where our traditional tools, other than very popular progressive podcasts, do not reach that group.",2224894,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
How are we going to navigate that with an 80-year-old president?,2224895,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
That cannot fall by the wayside.,2224896,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It should be top of mind.,2224897,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And as we know, it is top of mind of the Biden folks as they're thinking about it.",2224898,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
But those would be the top three things on my punch list in thinking about how we replicate the 2022 success in 2024.,2224899,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Yeah, certainly some good news in the data, but plenty to keep us all up at night.",2224900,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"When we come back, Dan will talk to Anant Shankar Osorio about economic messaging and the debt ceiling.",2224901,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Thank you so much.,2224904,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It's wonderful to be here.,2224905,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
All right.,2224906,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We are talking here on a Thursday.,2224907,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We are like two or so weeks away from quote unquote X date when we could face our first ever default in U.S. history.,2224908,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
You've done a lot of thinking about how Democrats should be talking about this battle over default.,2224909,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
What's your advice?,2224910,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Well, first, I'm thrilled to hear you say the word default, because let me knock off a bunch of don'ts before we get to some do's.",2224911,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Number one, don't call it the debt ceiling.",2224912,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I realize we can't control what the media says, but calling it the debt ceiling just reinforces to voters this idea of profligate spending and the fact that we're always in debt.",2224913,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Don't try the hypocrisy argument.,2224914,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We love it.,2224915,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It makes us feel good.,2224916,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Never, ever works.",2224917,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"By that, I mean they voted to raise the debt ceiling a million times before",2224918,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
and they did it under Trump and they've done it before.,2224919,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Again, it's that reminder that we are or that feeling that we are perennially irresponsible and we just keep putting ourselves into this situation.",2224921,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"On the do side, which is obviously the more important side, definitely talking about it as default, definitely making clear that there are villains here.",2224922,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So, for example, if MAGA Republicans block our government from paying America's bills, millions of families won't be able to pay ours.",2224923,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So really putting into stark relief, what is this abstract seeming thing also saying, for example, MAGA Republicans are threatening to default on America, that phrase default on America, unless they can take away what Americans need in order to be able to explain what I also call the your money or your life offer, quote unquote offer, that McCarthy is putting forward?",2224924,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"What is always challenging, and I've been through a couple of these from my time in the administration, is you have this question of default and the mechanisms by which you afford default.",2224925,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And then there is this separate thing that is also taking place in this context around spending and spending cuts and what the Republicans want and what Democrats don't want.,2224926,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And I know they're all sort of mixed together in how it's covered.,2224927,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But in the context of spending cuts, there's lots of polling that shows that abstractly people think government spends too much, deficits are a concern.",2224928,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
How do you think Democrats should talk about that and what they are fighting against in terms of spending?,2224929,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Is it specific programs?,2224930,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
What does your research show?,2224931,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Yeah, great question.",2224932,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It is a very complicated tale to tell.,2224933,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I think the first line of answer, which you already know, is don't get into the details.",2224934,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
People don't need to know the details and they cannot sort of process and absorb.,2224935,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
It also hinders our ability to just do a compact kind of message if we try to go through it.,2224936,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But that said, to directly answer your question, the number one rule is we don't need to repeat what they say, right?",2224937,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So McCarthy, for example, introduces the notion of work requirements and how we need to have work requirements.",2224938,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Our instinctive response is to say, these work requirements are terrible.",2224939,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
These work requirements are going to harm people.,2224940,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"These work requirements, X, Y, Z.",2224941,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And there I go repeating, what?",2224942,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Work requirements, which is something that broadly speaking, many, many Americans actually favor because they have been taught to worship at the altar of work will set you free.",2224943,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So instead, we can call them, for example, benefits theft.",2224945,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Basically, McCarthy wants to take away benefits, the care, public education, veterans services that Americans need and that we support so that he can hand kickbacks, hand dollars to his donors.",2224946,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We always want to get in that piece of what I call ascribing motivation.,2224947,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So making it clear the why behind what they're doing, not just the what.",2224948,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I think if a White House staffer or a member of Congress or someone's listening to this, they would say, that's great.",2224949,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
I totally agree.,2224950,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"In my tweet about this, I can write benefit theft or whatever else, but the press is just going to write work requirements.",2224951,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And that is the primary vehicle for which most voters are still getting, to the extent that they are following this and polls show they're not following it that closely, that could change as we get closer to default.",2224952,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"But if they're getting information about it, it is being framed in ways in which we have no control.",2224953,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Do you have thoughts on how to push that back or how to navigate the challenges of the media environment we're in?,2224954,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Yeah.,2224955,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"I mean, this is the however many million, maybe billion dollar question and probably part of the ethos and the idea behind Crooked Media, if I can sort of blow sunshine at you.",2224956,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Always.,2224957,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
Always.,2224958,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"You know, doesn't make any sense, but is what happens.",2224960,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
So a couple of points of advice.,2224961,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"Number one, we don't have control over what the opposition says.",2224962,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
We don't have control over what the mainstream media says.,2224963,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
The only thing we have control over is what we say.,2224964,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And so I would still reinforce and deliberately repeat because repetition is important.,2224965,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
And so I'm being repetitious in order to repeat that notion that still we have to stick with our thing.,2224966,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And I think that the widespread usage of default and defaulting on America is already a sign that we can push back on the phrase that is sort of closest to top of mind, which is that ceiling.",2224967,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"And I'm not saying the media has changed, but that is a far more widespread thing.",2224968,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So how do we make the work requirements, for example, default no longer be the default?",2224969,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"So the media says to you as a member of Congress or, you know, as someone who is being quoted, hey, what do you think about these work requirements?",2224970,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
"You know, my advice for what to say back is.",2224971,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
I think most of us in America and certainly my voters and my constituents that I talked to across my district believe that most of us are just here because we want to care for our families and leave things off for generations to come.,2224972,Pv3 TR/DI/AD,Democrats Go Off In An Off Year,Pod Save America,en,politics,,,ClaimBuster-BBA
